"obs_time","temp","swdown","lwdown","relhum","pres","precip","windspeed","winddir","difrad","spchum"
"2029-03-30 15:00",7.21,390.73,276.94,55.3,101.3,0,0.146,243.7,189.9,0.0034
"2029-03-30 16:00",6.56,284.9,274.36,57.8,101.3,0,0.124,293.8,118.9,0.0034
"2029-03-30 17:00",5.58,164.53,270.54,61.9,101.3,0,0.172,337.3,59.1,0.0035
"2029-03-30 18:00",4.31,35.82,265.65,67.7,101.3,0,0.241,353.6,26.2,0.0035
"2029-03-30 19:00",3.12,0,261.12,73.6,101.3,0,0.321,0.8,0,0.0035
"2029-03-30 20:00",2.24,0,257.8,78.4,101.3,0,0.405,4.7,0,0.0035
"2029-03-30 21:00",1.48,0,255,82.8,101.3,0,0.492,7.2,0,0.0035
"2029-03-30 22:00",0.84,0,252.62,86.7,101.3,0,0.581,8.9,0,0.0035
"2029-03-30 23:00",0.29,0,250.59,90.2,101.3,0,0.67,10.1,0,0.0035
"2029-03-31 00:00",-0.37,0,266.54,95.6,101.1,0,0.696,11.4,0,0.0035
"2029-03-31 01:00",-0.76,0,264.99,98.4,101.1,0,0.778,12.1,0,0.0035
"2029-03-31 02:00",-1.1,0,263.55,99.6,101.1,0,0.861,12.6,0,0.0035
"2029-03-31 03:00",-1.38,0,262.22,99.5,101.1,0,0.993,13,0,0.0034
"2029-03-31 04:00",-1.61,0,261.11,99.5,101.1,0,1.081,13.4,0,0.0033
"2029-03-31 05:00",-1.81,0,260.18,99.6,101.1,0,1.168,13.7,0,0.0033
"2029-03-31 06:00",-2.28,17.3,258.01,99.6,101.1,0,1.256,13.9,14.7,0.0032
"2029-03-31 07:00",-0.27,116.89,266.93,95.1,101.1,0,1.312,14.1,73.7,0.0035
"2029-03-31 08:00",1.64,204.14,274.49,82.9,101.1,0,1.398,14.3,150.6,0.0035
"2029-03-31 09:00",3.38,275.98,281.51,73.3,101.1,0,1.483,14.5,217.6,0.0035
"2029-03-31 10:00",4.89,328.23,287.7,65.9,101,0,1.569,14.7,268,0.0035
"2029-03-31 11:00",6.1,358.07,292.77,60.6,101,0,1.655,14.8,298.7,0.0035
"2029-03-31 12:00",6.98,371.81,296.46,57,101,0,1.656,14.2,310.7,0.0035
"2029-03-31 13:00",6.7,361.94,295.28,58,101,0,1.657,13.7,301.7,0.0035
"2029-03-31 14:00",6.97,329.07,296.38,56.9,101,0,1.658,13.1,272.3,0.0035
"2029-03-31 15:00",6.84,275.39,295.83,57.4,101,0,1.66,12.5,224.1,0.0035
"2029-03-31 16:00",6.33,204.47,293.66,59.4,101,0,1.662,12,160.3,0.0035
"2029-03-31 17:00",5.46,120.95,290.01,63.1,101,0,1.663,11.4,86.6,0.0035
"2029-03-31 18:00",4.26,28.9,285.07,68.5,101.1,0,1.665,10.9,20.4,0.0035
"2029-03-31 19:00",3.13,0,280.42,74.1,101.1,0,1.668,10.3,0,0.0035
"2029-03-31 20:00",2.34,0,277.21,78.4,101.1,0,1.67,9.8,0,0.0035
"2029-03-31 21:00",1.7,0,274.62,82,101.1,0,1.672,9.2,0,0.0035
"2029-03-31 22:00",1.18,0,272.54,85,101.1,0,1.715,8.7,0,0.0035
"2029-03-31 23:00",0.76,0,270.89,87.5,101.1,0,1.717,8.1,0,0.0035
"2029-04-01 00:00",0.59,0,258.84,90.3,101.1,0,1.418,7.6,0,0.0035
"2029-04-01 01:00",0.29,0,257.66,92.3,101.1,0,1.42,7,0,0.0035
"2029-04-01 02:00",0.02,0,256.67,93.9,101.1,0,1.423,6.5,0,0.0035
"2029-04-01 03:00",-0.2,0,255.84,95.4,101.1,0,1.426,5.9,0,0.0035
"2029-04-01 04:00",-0.38,0,255.13,96.6,101.1,0,1.463,5.4,0,0.0035
"2029-04-01 05:00",-0.54,0,254.53,97.6,101.1,0,1.466,4.9,0,0.0035
"2029-04-01 06:00",-0.84,20.57,253.3,98.8,101.1,0,1.47,4.3,16.5,0.0035
"2029-04-01 07:00",0.78,118,259.48,88.6,101.1,0,1.473,3.8,78.2,0.0035
"2029-04-01 08:00",2.32,207.11,265.34,79.3,101.1,0,1.477,3.3,153.7,0.0035
"2029-04-01 09:00",3.71,284.03,270.76,71.8,101.1,0,1.481,2.8,220.9,0.0035
"2029-04-01 10:00",4.92,343.69,275.49,65.9,101.1,0,1.484,2.3,272.7,0.0035
"2029-04-01 11:00",5.88,382.04,279.32,61.6,101.1,0,1.489,1.7,305.6,0.0035
"2029-04-01 12:00",6.57,392.29,282.02,58.4,101.1,0,1.501,2.2,317.1,0.0035
"2029-04-01 13:00",7.47,377.79,285.57,54.5,101.1,0,1.513,2.6,307,0.0035
"2029-04-01 14:00",7.45,339.97,285.4,54.3,101.1,0,1.526,3,276.3,0.0034
"2029-04-01 15:00",7.11,281.82,283.94,55.2,101.1,0,1.538,3.4,227,0.0034
"2029-04-01 16:00",6.45,207.59,281.24,57.4,101.2,0,1.515,3.8,162.6,0.0034
"2029-04-01 17:00",5.52,122.47,277.4,60.9,101.2,0,1.528,4.2,89,0.0034
"2029-04-01 18:00",4.32,31,272.6,65.7,101.2,0,1.54,4.5,21.7,0.0034
"2029-04-01 19:00",3.19,0,268.12,70.7,101.2,0,1.553,4.9,0,0.0033
"2029-04-01 20:00",2.38,0,264.9,74.5,101.2,0,1.566,5.3,0,0.0033
"2029-04-01 21:00",1.68,0,262.13,77.8,101.2,0,1.578,5.6,0,0.0033
"2029-04-01 22:00",1.07,0,259.75,80.7,101.2,0,1.591,6,0,0.0033
"2029-04-01 23:00",0.54,0,257.69,83.3,101.2,0,1.604,6.3,0,0.0033
"2029-04-02 00:00",-0.89,0,262.33,90.2,101.2,0,1.956,6.7,0,0.0032
"2029-04-02 01:00",-1.1,0,261.41,91,101.3,0,1.971,7,0,0.0032
"2029-04-02 02:00",-1.29,0,260.62,91.7,101.3,0,1.987,7.3,0,0.0031
"2029-04-02 03:00",-1.45,0,259.95,92.1,101.3,0,2.142,7.7,0,0.0031
"2029-04-02 04:00",-1.58,0,259.36,92.4,101.3,0,2.159,8,0,0.0031
"2029-04-02 05:00",-1.69,0,258.86,92.5,101.3,0,2.176,8.3,0,0.0031
"2029-04-02 06:00",-1.86,18.05,258.14,93,101.3,0,2.193,8.6,16.8,0.003
"2029-04-02 07:00",-0.66,88.47,262.65,84.6,101.3,0,2.211,8.9,79.1,0.003
"2029-04-02 08:00",0.47,151.28,266.96,77.4,101.3,0,2.228,9.2,139.8,0.003
"2029-04-02 09:00",1.5,203.8,270.9,71.4,101.3,0,2.246,9.5,191.1,0.003
"2029-04-02 10:00",2.37,242.84,274.3,66.5,101.3,0,2.263,9.8,229.4,0.003
"2029-04-02 11:00",3.07,266.06,277.01,62.9,101.3,0,2.281,10.1,252.6,0.0029
"2029-04-02 12:00",3.57,290.23,278.93,60.4,101.4,0,2.181,8.8,272.1,0.0029
"2029-04-02 13:00",5.22,296.36,285.59,53.6,101.4,0,2.083,7.3,273.8,0.0029
"2029-04-02 14:00",5,282.32,284.63,54.2,101.4,0,1.986,5.8,255.8,0.0029
"2029-04-02 15:00",4.54,247.44,282.7,55.7,101.4,0,1.892,4,218.1,0.0029
"2029-04-02 16:00",3.85,192.69,279.85,58.1,101.4,0,1.674,2.1,162,0.0029
"2029-04-02 17:00",2.95,120.6,276.17,61.7,101.4,0,1.59,359.9,91.5,0.0029
"2029-04-02 18:00",1.86,34.1,271.79,66.3,101.4,0,1.509,357.6,22.9,0.0028
"2029-04-02 19:00",0.84,0,267.73,71,101.4,0,1.464,354.9,0,0.0028
"2029-04-02 20:00",0.09,0,264.74,74.6,101.4,0,1.319,352,0,0.0028
"2029-04-02 21:00",-0.59,0,262.07,78,101.4,0,1.231,348.8,0,0.0028
"2029-04-02 22:00",-1.2,0,259.67,81.2,101.4,0,1.254,345.2,0,0.0028
"2029-04-02 23:00",-1.76,0,257.5,84.2,101.4,0,1.194,341.1,0,0.0028
"2029-04-03 00:00",-2.88,0,219.36,84.5,101.5,0,0.857,336.6,0,0.0026
"2029-04-03 01:00",-3.4,0,217.62,87.4,101.5,0,0.822,331.7,0,0.0025
"2029-04-03 02:00",-3.84,0,216.16,89.9,101.5,0,0.795,326.5,0,0.0025
"2029-04-03 03:00",-4.2,0,214.95,92,101.6,0,0.775,320.8,0,0.0025
"2029-04-03 04:00",-4.51,0,213.93,93.6,101.6,0,0.763,314.9,0,0.0025
"2029-04-03 05:00",-4.76,0,213.07,95,101.6,0,0.76,308.9,0,0.0025
"2029-04-03 06:00",-5.06,45.94,212.07,96.7,101.6,0,0.766,302.7,33.1,0.0025
"2029-04-03 07:00",-2.7,207.64,219.59,80.6,101.6,0,0.726,296.7,74.2,0.0025
"2029-04-03 08:00",-0.46,363.85,226.92,67.9,101.6,0,0.746,290.9,97.6,0.0025
"2029-04-03 09:00",1.59,506.05,233.76,58.3,101.6,0,0.772,285.5,115.2,0.0024
"2029-04-03 10:00",3.37,623.7,239.84,51.1,101.6,0,0.805,280.4,128.8,0.0024
"2029-04-03 11:00",4.83,707.32,244.88,45.9,101.6,0,0.844,275.7,138.4,0.0024
"2029-04-03 12:00",5.91,717.21,248.83,43,101.6,0,0.873,270.7,141.6,0.0024
"2029-04-03 13:00",6.57,682.54,251.32,41.6,101.6,0,0.909,266,143.3,0.0025
"2029-04-03 14:00",6.52,607.4,251.27,42.2,101.6,0,0.95,261.7,135.6,0.0025
"2029-04-03 15:00",6.36,498.51,250.8,43.1,101.6,0,0.996,257.8,115.8,0.0025
"2029-04-03 16:00",5.76,364.64,248.76,45.5,101.5,0,1.045,254.3,95.8,0.0026
"2029-04-03 17:00",4.74,215.7,245.27,49.3,101.5,0,1.098,251.1,74.2,0.0026
"2029-04-03 18:00",3.34,60.49,240.49,55,101.5,0,1.155,248.2,38.6,0.0026
"2029-04-03 19:00",1.8,0,235.27,62,101.5,0,1.213,245.6,0,0.0026
"2029-04-03 20:00",0.57,0,231.19,68.5,101.5,0.1,1.274,243.3,0,0.0027
"2029-04-03 21:00",-0.45,0,227.87,74.5,101.5,0.1,1.337,241.2,0,0.0027
"2029-04-03 22:00",-1.29,0,225.18,80,101.4,0.1,1.401,239.2,0,0.0027
"2029-04-03 23:00",-1.98,0,222.99,85.1,101.4,0.1,1.467,237.5,0,0.0028
"2029-04-04 00:00",-2.67,0,247.91,98.5,101.3,0.1,1.911,235.9,0,0.003
"2029-04-04 01:00",-3.12,0,246.02,99.5,101.3,0.1,1.996,234.5,0,0.003
"2029-04-04 02:00",-3.49,0,244.35,99.5,101.3,0.1,2.082,233.2,0,0.0029
"2029-04-04 03:00",-3.81,0,242.96,99.5,101.3,0.1,2.169,231.9,0,0.0028
"2029-04-04 04:00",-4.07,0,241.8,99.5,101.2,0.1,2.257,230.8,0,0.0028
"2029-04-04 05:00",-4.29,0,240.83,99.5,101.2,0.1,2.346,229.8,0,0.0027
"2029-04-04 06:00",-4.46,33.04,240.09,99.5,101.2,0.1,2.436,228.8,22.7,0.0027
"2029-04-04 07:00",-2.35,127.32,249.47,99.5,101.2,0.1,2.526,227.9,87.7,0.0031
"2029-04-04 08:00",-0.34,207.38,257.42,89.6,101.2,0.1,2.617,227.1,162.9,0.0033
"2029-04-04 09:00",1.48,269.91,264.49,79.2,101.1,0.1,2.708,226.3,225.8,0.0033
"2029-04-04 10:00",3.07,311.78,270.74,71.4,101.1,0.1,2.8,225.6,270.3,0.0033
"2029-04-04 11:00",4.35,331.42,275.91,65.8,101.1,0.1,2.892,224.9,294.4,0.0034
"2029-04-04 12:00",5.28,343.53,279.69,61.9,101.1,0.1,2.881,225.4,305.3,0.0034
"2029-04-04 13:00",5.84,334.52,281.97,59.8,101.1,0.1,2.871,225.9,296.7,0.0034
"2029-04-04 14:00",4.14,304.91,275.24,67.5,101.1,0.1,2.861,226.4,269.2,0.0034
"2029-04-04 15:00",4.3,256.64,275.9,67.1,101.1,0.1,2.851,226.9,224.3,0.0034
"2029-04-04 16:00",4.06,192.91,274.98,68.5,101.1,0.1,2.841,227.4,164.9,0.0034
"2029-04-04 17:00",3.44,117.9,272.59,71.8,101.1,0.1,2.832,227.9,95.5,0.0035
"2029-04-04 18:00",2.49,35.65,268.9,77.1,101.1,0.1,2.823,228.4,26.7,0.0035
"2029-04-04 19:00",1.46,0,264.94,83.3,101,0.1,2.814,228.9,0,0.0035
"2029-04-04 20:00",0.77,0,262.34,87.9,101,0.1,2.805,229.4,0,0.0035
"2029-04-04 21:00",0.26,0,260.43,91.5,101,0.1,2.796,229.9,0,0.0035
"2029-04-04 22:00",-0.11,0,259.09,94.2,101,0.1,2.788,230.4,0,0.0035
"2029-04-04 23:00",-0.34,0,258.24,96.3,101,0.1,2.78,230.9,0,0.0035
"2029-04-05 00:00",0.62,0,280.03,92.6,101,0.1,2.585,231.5,0,0.0036
"2029-04-05 01:00",0.33,0,278.91,94.9,101,0.1,2.577,232,0,0.0037
"2029-04-05 02:00",0.09,0,277.97,96.6,100.9,0.1,2.571,232.5,0,0.0037
"2029-04-05 03:00",-0.11,0,277.11,97.7,100.9,0.1,2.564,233,0,0.0036
"2029-04-05 04:00",-0.28,0,276.33,98.2,100.9,0.1,2.557,233.6,0,0.0036
"2029-04-05 05:00",-0.42,0,275.67,98.6,100.9,0.1,2.551,234.1,0,0.0036
"2029-04-05 06:00",-0.46,31.87,275.5,98.8,100.9,0.1,2.545,234.7,23.5,0.0036
"2029-04-05 07:00",1,117.03,281.9,92.4,100.9,0.1,2.539,235.2,91.9,0.0037
"2029-04-05 08:00",2.37,195.6,287.65,84,100.9,0.1,2.534,235.7,163.5,0.0038
"2029-04-05 09:00",3.62,263.45,292.93,77.2,100.9,0.1,2.528,236.3,225.6,0.0038
"2029-04-05 10:00",4.69,316.05,297.53,71.9,100.9,0.1,2.523,236.8,273.4,0.0038
"2029-04-05 11:00",5.55,349.8,301.25,67.9,100.9,0.1,2.518,237.4,303.8,0.0038
"2029-04-05 12:00",6.16,367.62,303.78,64.7,100.9,0.1,2.486,236.3,317,0.0038
"2029-04-05 13:00",6.49,363.02,305.16,62.7,100.9,0.1,2.454,235.3,309.7,0.0037
"2029-04-05 14:00",7.48,335.65,309.4,58.2,100.9,0.1,2.423,234.2,282.1,0.0037
"2029-04-05 15:00",7.05,286.73,307.4,59.5,100.9,0.1,2.393,233,235.2,0.0037
"2029-04-05 16:00",6.34,219.04,304.22,62.1,100.9,0.1,2.364,231.9,171.6,0.0037
"2029-04-05 17:00",5.38,136.63,299.94,65.9,100.9,0.1,2.336,230.7,96.8,0.0036
"2029-04-05 18:00",4.18,43.79,294.74,71.1,100.9,0.1,2.309,229.5,26.5,0.0036
"2029-04-05 19:00",2.99,0,289.62,76.8,100.9,0.1,2.283,228.2,0,0.0036
"2029-04-05 20:00",2.11,0,285.87,81.1,100.9,0.1,2.258,227,0,0.0036
"2029-04-05 21:00",1.35,0,282.6,85.1,100.9,0.1,2.234,225.7,0,0.0035
"2029-04-05 22:00",0.67,0,279.72,88.7,101,0.1,2.212,224.3,0,0.0035
"2029-04-05 23:00",0.06,0,277.17,91.8,101,0.1,2.19,223,0,0.0035
"2029-04-06 00:00",-1.25,0,249.36,85.8,101.3,0.1,1.74,221.6,0,0.0029
"2029-04-06 01:00",-1.66,0,247.75,87.8,101.3,0.1,1.725,220.2,0,0.0029
"2029-04-06 02:00",-2.01,0,246.4,89.4,101.3,0.1,1.711,218.7,0,0.0029
"2029-04-06 03:00",-2.3,0,245.26,90.7,101.3,0,1.698,217.3,0,0.0029
"2029-04-06 04:00",-2.55,0,244.29,91.6,101.3,0,1.687,215.8,0,0.0028
"2029-04-06 05:00",-2.75,0,243.47,92.3,101.4,0,1.676,214.3,0,0.0028
"2029-04-06 06:00",-2.75,49.32,243.41,91.5,101.4,0,1.666,212.8,31.1,0.0028
"2029-04-06 07:00",-0.76,170.13,250.54,78.4,101.4,0,1.658,211.3,67.3,0.0028
"2029-04-06 08:00",1.11,284.23,257.43,67.9,101.4,0,1.651,209.7,149,0.0028
"2029-04-06 09:00",2.82,385.14,263.78,59.6,101.4,0,1.645,208.2,220.5,0.0027
"2029-04-06 10:00",4.28,465.76,269.35,53.3,101.4,0,1.64,206.6,271.8,0.0027
"2029-04-06 11:00",5.47,520.1,273.87,48.6,101.4,0,1.663,205,302.6,0.0027
"2029-04-06 12:00",6.32,530.44,277.64,47.4,101.3,0,1.734,205.7,315.8,0.0028
"2029-04-06 13:00",6.82,508.6,280,47.2,101.2,0.1,1.832,206.2,307.2,0.0029
"2029-04-06 14:00",3.31,456.87,266.6,62.2,101.2,0.1,1.929,206.8,277.9,0.003
"2029-04-06 15:00",3.84,379.49,268.98,61.7,101.1,0.1,2.027,207.2,229.2,0.0031
"2029-04-06 16:00",3.99,282.3,269.92,62.8,101,0.1,2.126,207.6,161.5,0.0031
"2029-04-06 17:00",3.8,172.25,269.49,65.5,100.9,0.1,2.224,208,77.5,0.0032
"2029-04-06 18:00",3.29,55.9,267.84,69.7,100.8,0.1,2.322,208.4,32.8,0.0033
"2029-04-06 19:00",2.71,0,265.87,74.6,100.8,0.1,2.421,208.7,0,0.0034
"2029-04-06 20:00",2.48,0,265.29,77.8,100.7,0.1,2.519,209,0,0.0035
"2029-04-06 21:00",2.42,0,265.33,80.1,100.6,0.1,2.618,209.3,0,0.0036
"2029-04-06 22:00",2.49,0,265.9,81.6,100.5,0.1,2.716,209.5,0,0.0037
"2029-04-06 23:00",2.68,0,266.91,82.4,100.4,0.1,2.815,209.8,0,0.0038
"2029-04-07 00:00",5.92,0,314.87,85.8,99.9,0.2,4.051,210,0,0.005
"2029-04-07 01:00",5.66,0,314.06,89.4,99.8,0.2,4.188,210.2,0,0.0051
"2029-04-07 02:00",5.44,0,313.42,92.7,99.7,0.2,4.326,210.4,0,0.0052
"2029-04-07 03:00",5.26,0,312.94,95.9,99.6,0.2,4.463,210.6,0,0.0053
"2029-04-07 04:00",5.11,0,312.57,99,99.5,0.2,4.601,210.8,0,0.0054
"2029-04-07 05:00",4.98,0,311.95,99.7,99.5,0.2,4.738,210.9,0,0.0054
"2029-04-07 06:00",5.05,39.63,312.33,99.7,99.4,0.2,4.876,211.1,27.1,0.0055
"2029-04-07 07:00",6.34,124.45,319.11,96.5,99.3,0.2,5.013,211.2,97.5,0.0058
"2029-04-07 08:00",7.56,199.62,325.04,90.5,99.2,0.2,5.151,211.3,168.4,0.0059
"2029-04-07 09:00",8.67,261.27,330.5,85.5,99.1,0.2,5.289,211.5,227.9,0.006
"2029-04-07 10:00",9.61,305.77,335.28,81.7,99.1,0.2,5.426,211.6,271.5,0.0061
"2029-04-07 11:00",10.37,330.67,339.18,79.1,99,0.3,5.564,211.7,297.2,0.0063
"2029-04-07 12:00",10.9,348.51,341.47,75,99,0.2,5.454,212.2,310.8,0.0061
"2029-04-07 13:00",11.2,345.42,342.6,72.2,99,0.2,5.344,212.8,305,0.006
"2029-04-07 14:00",12.76,320.84,349.85,64,99,0.2,5.234,213.3,279.5,0.0059
"2029-04-07 15:00",12.23,275.71,346.96,65.1,99,0.2,5.125,213.9,235.2,0.0058
"2029-04-07 16:00",11.46,212.47,342.91,67.2,99,0.2,5.017,214.5,174.5,0.0057
"2029-04-07 17:00",10.47,134.85,337.81,70.4,99,0.2,4.909,215.2,101.9,0.0056
"2029-04-07 18:00",9.27,46.96,331.8,74.8,99,0.2,4.802,215.8,29.6,0.0055
"2029-04-07 19:00",8.04,0,325.73,79.7,99,0.2,4.695,216.5,0,0.0054
"2029-04-07 20:00",7.11,0,321.07,83.2,99,0.2,4.589,217.3,0,0.0053
"2029-04-07 21:00",6.26,0,316.91,86.4,99,0.2,4.484,218,0,0.0052
"2029-04-07 22:00",5.51,0,313.15,89.1,99,0.2,4.38,218.8,0,0.0051
"2029-04-07 23:00",4.82,0,309.73,91.5,99,0.2,4.277,219.7,0,0.005
"2029-04-08 00:00",1.85,0,261.37,87.6,99.1,0.1,3.968,220.6,0,0.0038
"2029-04-08 01:00",1.57,0,260.03,87.4,99.1,0.1,3.872,221.5,0,0.0038
"2029-04-08 02:00",1.34,0,258.87,86.9,99.1,0.1,3.777,222.5,0,0.0037
"2029-04-08 03:00",1.14,0,257.86,86,99.1,0.1,3.683,223.5,0,0.0036
"2029-04-08 04:00",0.97,0,256.96,85,99.1,0.1,3.59,224.6,0,0.0035
"2029-04-08 05:00",0.83,0,256.15,83.7,99.1,0.1,3.498,225.7,0,0.0034
"2029-04-08 06:00",0.96,60.29,256.36,80.8,99.1,0.1,3.408,226.9,35.2,0.0033
"2029-04-08 07:00",2.38,184.8,261.41,71.1,99.1,0.1,3.32,228.2,68.7,0.0032
"2029-04-08 08:00",3.72,303.14,266.21,62.9,99.1,0.1,3.233,229.5,146.4,0.0032
"2029-04-08 09:00",4.93,408.24,270.55,56.2,99.1,0.1,3.148,230.9,217.9,0.0031
"2029-04-08 10:00",5.96,492.62,274.26,50.9,99.1,0.1,3.065,232.4,268.8,0.003
"2029-04-08 11:00",6.79,549.93,277.15,46.7,99.1,0.1,2.984,233.9,298,0.0029
"2029-04-08 12:00",7.37,553.5,279.53,45.1,99.1,0.1,2.83,233.7,316.1,0.0029
"2029-04-08 13:00",7.69,524,280.89,44.4,99.1,0.1,2.677,233.4,310.2,0.0029
"2029-04-08 14:00",8.54,464.97,284.37,42.2,99.1,0.1,2.524,233.1,282.2,0.0029
"2029-04-08 15:00",8.14,381.87,282.84,43.6,99.1,0.1,2.371,232.7,234.5,0.003
"2029-04-08 16:00",7.48,281.52,280.25,45.9,99.1,0.1,2.218,232.3,169.7,0.003
"2029-04-08 17:00",6.56,171.55,276.68,49.1,99.1,0.1,2.066,231.9,89.2,0.003
"2029-04-08 18:00",5.43,58.99,272.29,53.4,99.1,0.1,1.913,231.3,32.9,0.003
"2029-04-08 19:00",4.25,0,267.79,58.4,99.1,0.1,1.761,230.7,0,0.003
"2029-04-08 20:00",3.41,0,264.61,62.3,99.1,0.1,1.609,230,0,0.003
"2029-04-08 21:00",2.67,0,261.87,66,99.2,0.1,1.457,229.1,0,0.0031
"2029-04-08 22:00",2.02,0,259.49,69.5,99.2,0.1,1.306,228,0,0.0031
"2029-04-08 23:00",1.45,0,257.41,72.8,99.2,0.1,1.155,226.6,0,0.0031
"2029-04-09 00:00",0.01,0,277.67,92.2,99.1,0.1,1.032,225.1,0,0.0035
"2029-04-09 01:00",-0.27,0,276.59,94.8,99.1,0.1,0.876,222.7,0,0.0036
"2029-04-09 02:00",-0.51,0,275.69,97,99.1,0.1,0.723,219.3,0,0.0036
"2029-04-09 03:00",-0.71,0,274.88,98.4,99.1,0.1,0.573,214,0,0.0036
"2029-04-09 04:00",-0.88,0,274.14,99.1,99.1,0.1,0.44,205,0,0.0036
"2029-04-09 05:00",-1.02,0,273.49,99.5,99.1,0.1,0.337,188,0,0.0035
"2029-04-09 06:00",-0.82,28.87,274.44,99.3,99.1,0.1,0.279,156,27.6,0.0036
"2029-04-09 07:00",0.63,78.97,280.64,91.8,99.2,0.1,0.308,118.9,77.4,0.0037
"2029-04-09 08:00",1.99,120.14,286.34,83.7,99.2,0.1,0.408,96.7,119.1,0.0037
"2029-04-09 09:00",3.22,150.5,291.55,77.1,99.2,0.1,0.541,85.2,149.8,0.0037
"2029-04-09 10:00",4.27,168.78,296.07,72,99.2,0.1,0.69,78.8,168.3,0.0037
"2029-04-09 11:00",5.1,174.68,299.7,68.3,99.2,0.1,0.846,74.8,174.4,0.0038
"2029-04-09 12:00",5.68,195.89,302.23,65.6,99.2,0.1,0.683,82.3,195.2,0.0038
"2029-04-09 13:00",6,205.52,303.6,64.1,99.2,0.1,0.543,94.5,204.4,0.0038
"2029-04-09 14:00",6.06,201.25,303.85,63.9,99.3,0.1,0.444,114.4,198.8,0.0038
"2029-04-09 15:00",5.81,181.79,302.77,65,99.3,0.1,0.424,142.1,177.8,0.0038
"2029-04-09 16:00",5.29,147.11,300.51,67.4,99.3,0.1,0.478,168.1,141.8,0.0038
"2029-04-09 17:00",4.51,98.5,297.18,71.1,99.4,0.1,0.6,185.3,92.4,0.0038
"2029-04-09 18:00",3.51,38.12,292.92,76.3,99.4,0.1,0.72,195.8,34.1,0.0038
"2029-04-09 19:00",2.47,0,288.52,82.1,99.4,0.1,0.886,202.4,0,0.0037
"2029-04-09 20:00",1.79,0,285.69,86.2,99.4,0,1.043,206.8,0,0.0037
"2029-04-09 21:00",1.22,0,283.32,89.8,99.5,0,1.22,210,0,0.0037
"2029-04-09 22:00",0.74,0,281.34,93,99.5,0,1.399,212.3,0,0.0037
"2029-04-09 23:00",0.33,0,279.67,95.7,99.5,0,1.58,214.2,0,0.0037
"2029-04-10 00:00",1.1,0,230.6,85.2,99.9,0,2.621,215.6,0,0.0035
"2029-04-10 01:00",0.49,0,228.55,89,99.9,0,2.89,216.8,0,0.0035
"2029-04-10 02:00",-0.02,0,226.86,92.3,99.9,0,3.16,217.7,0,0.0035
"2029-04-10 03:00",-0.44,0,225.47,95.1,99.9,0,3.431,218.6,0,0.0035
"2029-04-10 04:00",-0.78,0,224.28,97.1,100,0,3.702,219.2,0,0.0035
"2029-04-10 05:00",-1.07,0,223.29,98.7,100,0,3.974,219.8,0,0.0035
"2029-04-10 06:00",-0.71,80.75,224.53,96.6,100,0,4.246,220.4,44.2,0.0035
"2029-04-10 07:00",1.8,228.98,232.96,80.9,100.1,0,4.518,220.8,74.4,0.0035
"2029-04-10 08:00",4.17,374.96,241.1,68.4,100.1,0,4.791,221.2,98.3,0.0035
"2029-04-10 09:00",6.33,509.23,248.7,58.8,100.1,0,5.063,221.6,130.4,0.0035
"2029-04-10 10:00",8.21,621.58,255.46,51.7,100.2,0,5.336,221.9,150.7,0.0035
"2029-04-10 11:00",9.75,702.72,261.09,46.6,100.2,0,5.61,222.2,156.5,0.0035
"2029-04-10 12:00",10.89,702.83,265.37,43.3,100.1,0,5.138,222.5,179.4,0.0035
"2029-04-10 13:00",11.61,661.57,268.09,41.4,100.1,0,4.667,222.8,195.7,0.0035
"2029-04-10 14:00",11.33,584.07,267.07,42.3,100.1,0.1,4.196,223.2,193,0.0035
"2029-04-10 15:00",11.25,477.74,266.81,42.6,100,0.1,3.725,223.7,165.5,0.0035
"2029-04-10 16:00",10.72,351.6,264.85,44.2,100,0.1,3.255,224.4,115.9,0.0035
"2029-04-10 17:00",9.76,215.45,261.3,47.3,99.9,0.1,2.785,225.3,69.3,0.0036
"2029-04-10 18:00",8.4,78.32,256.34,52,99.9,0.1,2.316,226.5,41.7,0.0036
"2029-04-10 19:00",6.73,0,250.34,58.4,99.9,0.2,1.849,228.4,0,0.0036
"2029-04-10 20:00",5.27,0,245.17,64.8,99.8,0.2,1.385,231.5,0,0.0036
"2029-04-10 21:00",4.08,0,241.03,70.6,99.8,0.2,0.93,237.8,0,0.0036
"2029-04-10 22:00",3.11,0,237.71,75.7,99.8,0.2,0.547,255.4,0,0.0036
"2029-04-10 23:00",2.33,0,235.07,80.2,99.7,0.2,0.331,322.5,0,0.0036
"2029-04-11 00:00",0.53,0,306.1,91.6,99.5,0.3,0.545,10.4,0,0.0036
"2029-04-11 01:00",0.39,0,305.52,92.8,99.4,0.3,0.937,22.9,0,0.0036
"2029-04-11 02:00",0.27,0,305.03,93.7,99.4,0.3,1.347,27.9,0,0.0037
"2029-04-11 03:00",0.17,0,304.62,94.6,99.3,0.3,1.763,30.6,0,0.0037
"2029-04-11 04:00",0.09,0,304.28,95.3,99.3,0.4,2.181,32.2,0,0.0037
"2029-04-11 05:00",0.02,0,303.99,96,99.3,0.4,2.601,33.4,0,0.0037
"2029-04-11 06:00",0.2,36.56,304.84,95.1,99.2,0.4,3.021,34.2,34,0.0037
"2029-04-11 07:00",0.99,89.55,308.44,90,99.2,0.4,3.442,34.8,86.5,0.0037
