"obs_time","temp","swdown","lwdown","relhum","pres","precip","windspeed","winddir","difrad","spchum"
"2029-01-01 00:00",7.44,0,358.77,99.7,98.6,0.3,3.264,53.4,0,0.0065
"2029-01-01 01:00",7.37,0,358.31,99.7,98.6,0.3,3.264,53.4,0,0.0065
"2029-01-01 02:00",7.31,0,357.9,99.7,98.6,0.3,3.264,53.4,0,0.0064
"2029-01-01 03:00",7.25,0,357.53,99.7,98.6,0.3,3.264,53.4,0,0.0064
"2029-01-01 04:00",7.2,0,357.2,99.7,98.6,0.3,3.264,53.4,0,0.0064
"2029-01-01 05:00",7.15,0,356.9,99.7,98.6,0.3,3.264,53.4,0,0.0064
"2029-01-01 06:00",7.11,0,356.63,99.7,98.6,0.3,3.264,53.4,0,0.0063
"2029-01-01 07:00",7.07,0,356.39,99.7,98.6,0.3,3.264,53.4,0,0.0063
"2029-01-01 08:00",7.04,0,356.18,99.7,98.6,0.3,3.264,53.4,0,0.0063
"2029-01-01 09:00",7.83,19.52,361.23,99.7,98.6,0.3,3.264,53.4,19.5,0.0067
"2029-01-01 10:00",8.74,39.04,366.02,94,98.6,0.3,3.264,53.4,39,0.0067
"2029-01-01 11:00",9.46,51.35,369.76,89.6,98.6,0.3,3.264,53.4,51.3,0.0067
"2029-01-01 12:00",9.9,56.22,372.09,87.1,98.6,0.3,3.049,54.1,56.2,0.0067
"2029-01-01 13:00",10.02,52.89,372.73,86.5,98.6,0.3,2.835,54.9,52.9,0.0067
"2029-01-01 14:00",9.8,41.4,371.59,87.8,98.6,0.3,2.621,55.9,41.4,0.0067
"2029-01-01 15:00",9.26,22.21,368.8,91.2,98.5,0.3,2.409,57,22.2,0.0067
"2029-01-01 16:00",8.47,0,364.67,96.3,98.5,0.2,2.197,58.3,0,0.0067
"2029-01-01 17:00",8.24,0,363.51,97.9,98.5,0.2,1.987,59.8,0,0.0067
"2029-01-01 18:00",8.06,0,362.62,99.2,98.5,0.2,1.779,61.8,0,0.0068
"2029-01-01 19:00",7.91,0,361.71,99.7,98.4,0.2,1.565,64.2,0,0.0067
"2029-01-01 20:00",7.76,0,360.79,99.7,98.4,0.2,1.365,67.4,0,0.0067
"2029-01-01 21:00",7.63,0,359.96,99.7,98.4,0.2,1.171,71.7,0,0.0066
"2029-01-01 22:00",7.51,0,359.21,99.7,98.4,0.2,0.987,77.5,0,0.0065
"2029-01-01 23:00",7.41,0,358.52,99.7,98.3,0.2,0.82,86,0,0.0065
"2029-01-02 00:00",8.02,0,357.29,99.7,98.1,0.2,1.171,98.4,0,0.0068
"2029-01-02 01:00",7.97,0,356.96,99.7,98.1,0.2,1.018,116.2,0,0.0068
"2029-01-02 02:00",7.92,0,356.67,99.7,98.1,0.2,0.98,138.1,0,0.0067
"2029-01-02 03:00",7.88,0,356.4,99.7,98.1,0.2,1.018,158.8,0,0.0067
"2029-01-02 04:00",7.84,0,356.17,99.7,98,0.2,1.206,174.4,0,0.0067
"2029-01-02 05:00",7.81,0,355.96,99.7,98,0.2,1.458,185.1,0,0.0067
"2029-01-02 06:00",7.78,0,355.77,99.7,98,0.2,1.746,192.4,0,0.0067
"2029-01-02 07:00",7.75,0,355.6,99.7,98,0.2,2.054,197.5,0,0.0067
"2029-01-02 08:00",7.73,0,355.45,99.7,97.9,0.2,2.375,201.3,0,0.0067
"2029-01-02 09:00",9.51,23.5,366.07,95.7,97.9,0.2,2.661,204.1,23.3,0.0072
"2029-01-02 10:00",9.96,47.3,368.43,93,97.9,0.2,2.99,206.4,47.1,0.0072
"2029-01-02 11:00",10.28,62.64,370.11,91.1,97.9,0.2,3.323,208.1,62.4,0.0072
"2029-01-02 12:00",10.41,67.8,370.58,89.2,97.9,0.2,2.984,208.4,67.6,0.0072
"2029-01-02 13:00",10.33,63.11,369.91,88.6,97.9,0.2,2.645,208.7,62.9,0.0071
"2029-01-02 14:00",10.02,48.95,368.05,89.4,97.9,0.2,2.307,209.1,48.7,0.007
"2029-01-02 15:00",9.49,26.21,365.07,91.4,97.9,0.2,1.968,209.7,26,0.0069
"2029-01-02 16:00",8.78,0,361.19,94.7,97.9,0.2,1.63,210.5,0,0.0068
"2029-01-02 17:00",8.44,0,359.18,95.7,97.9,0.2,1.292,211.7,0,0.0067
"2029-01-02 18:00",8.13,0,357.4,96.4,97.9,0.2,0.971,213.8,0,0.0066
"2029-01-02 19:00",7.84,0,355.68,97,97.9,0.2,0.631,218.2,0,0.0065
"2029-01-02 20:00",7.56,0,354.02,97.5,98,0.2,0.317,232.5,0,0.0064
"2029-01-02 21:00",7.29,0,352.42,98,98,0.2,0.288,326.7,0,0.0064
"2029-01-02 22:00",7.03,0,350.86,98.4,98,0.2,0.49,8.5,0,0.0063
"2029-01-02 23:00",6.78,0,349.35,98.7,98,0.2,0.787,16.1,0,0.0062
"2029-01-03 00:00",2.65,0,333.73,99.6,98,0.2,0.861,18.9,0,0.0047
"2029-01-03 01:00",2.5,0,332.83,99.6,98,0.2,1.184,20.6,0,0.0046
"2029-01-03 02:00",2.37,0,332.04,99.6,98,0.2,1.43,21.6,0,0.0046
"2029-01-03 03:00",2.25,0,331.33,99.6,98,0.2,1.704,22.3,0,0.0045
"2029-01-03 04:00",2.14,0,330.71,99.6,98,0.2,2.126,22.8,0,0.0045
"2029-01-03 05:00",2.05,0,330.15,99.6,98,0.2,2.421,23.1,0,0.0045
"2029-01-03 06:00",1.97,0,329.66,99.6,98,0.2,2.716,23.4,0,0.0045
"2029-01-03 07:00",1.89,0,329.22,99.6,98,0.1,3.011,23.7,0,0.0044
"2029-01-03 08:00",1.83,0,328.83,99.6,98,0.1,3.092,23.9,0,0.0044
"2029-01-03 09:00",3.74,20.27,339.9,96.9,98.1,0.1,3.369,24,20.3,0.0049
"2029-01-03 10:00",5.24,40.27,347.06,85.8,98.1,0.1,3.645,24.2,40.3,0.0048
"2029-01-03 11:00",6.43,52.73,352.72,77.6,98.1,0.1,3.921,24.3,52.7,0.0047
"2029-01-03 12:00",7.18,60.05,356.35,73.2,98.1,0.1,3.915,22.8,60,0.0047
"2029-01-03 13:00",7.39,58.72,357.31,71.5,98.2,0.1,3.64,21,58.6,0.0047
"2029-01-03 14:00",7.05,47.84,355.43,72.5,98.2,0.1,3.15,19,47.7,0.0046
"2029-01-03 15:00",6.18,27.06,350.86,76.4,98.3,0.1,2.901,16.6,26.9,0.0046
"2029-01-03 16:00",4.85,0,344.05,83.1,98.4,0.1,2.645,13.8,0,0.0045
"2029-01-03 17:00",4.27,0,341.05,85.8,98.4,0.1,2.468,10.4,0,0.0045
"2029-01-03 18:00",3.82,0,338.7,87.7,98.5,0.1,2.238,6.3,0,0.0045
"2029-01-03 19:00",3.41,0,336.55,89.5,98.5,0.1,1.891,1.3,0,0.0044
"2029-01-03 20:00",3.03,0,334.57,91.1,98.6,0.1,1.834,355.1,0,0.0044
"2029-01-03 21:00",2.68,0,332.74,92.5,98.6,0.1,1.761,347.6,0,0.0043
"2029-01-03 22:00",2.36,0,331.04,93.8,98.7,0.1,1.615,338.5,0,0.0043
"2029-01-03 23:00",2.07,0,329.46,94.9,98.7,0.1,1.516,328,0,0.0042
"2029-01-04 00:00",1.11,0,301.76,99.6,98.9,0.1,1.33,316.6,0,0.0041
"2029-01-04 01:00",1.08,0,301.57,99.6,99,0.1,1.345,304.9,0,0.0041
"2029-01-04 02:00",1.05,0,301.4,99.6,99,0.1,1.334,293.9,0,0.0041
"2029-01-04 03:00",1.02,0,301.24,99.6,99.1,0.1,1.443,284.3,0,0.0041
"2029-01-04 04:00",0.99,0,301.09,99.5,99.1,0.1,1.587,276.2,0,0.0041
"2029-01-04 05:00",0.97,0,300.93,99.3,99.2,0,1.757,269.7,0,0.0041
"2029-01-04 06:00",0.95,0,300.78,99,99.2,0,1.947,264.3,0,0.0041
"2029-01-04 07:00",0.93,0,300.56,98.1,99.3,0,2.151,259.9,0,0.004
"2029-01-04 08:00",0.92,0,300.33,97.2,99.4,0,2.365,256.3,0,0.004
"2029-01-04 09:00",2.27,43.49,306.13,87.4,99.4,0,2.587,253.3,36.4,0.0039
"2029-01-04 10:00",2.57,88.63,307.31,84.6,99.5,0,2.816,250.8,74.9,0.0039
"2029-01-04 11:00",2.77,119.24,308.06,82.5,99.5,0,3.049,248.7,101.7,0.0038
"2029-01-04 12:00",2.85,130.68,308.29,81.4,99.6,0,2.908,249.5,111.8,0.0038
"2029-01-04 13:00",2.77,123.33,307.82,81.1,99.6,0,2.767,250.5,104.4,0.0038
"2029-01-04 14:00",2.53,97.31,306.65,81.8,99.7,0,2.628,251.5,80,0.0037
"2029-01-04 15:00",2.14,53.78,304.81,83.4,99.7,0,2.489,252.7,42.1,0.0037
"2029-01-04 16:00",1.63,0,302.42,85.8,99.8,0,2.352,254,0,0.0037
"2029-01-04 17:00",1.37,0,301.16,86.6,99.8,0,2.216,255.5,0,0.0036
"2029-01-04 18:00",1.15,0,300.09,87.2,99.9,0,2.082,257.1,0,0.0036
"2029-01-04 19:00",0.94,0,299.05,87.8,100,0,1.95,259,0,0.0036
"2029-01-04 20:00",0.74,0,298.04,88.3,100,0,1.821,261.2,0,0.0035
"2029-01-04 21:00",0.54,0,297.07,88.7,100.1,0,1.696,263.7,0,0.0035
"2029-01-04 22:00",0.35,0,296.11,89.1,100.1,0,1.575,266.6,0,0.0035
"2029-01-04 23:00",0.16,0,295.19,89.4,100.2,0,1.46,270,0,0.0034
"2029-01-05 00:00",-2.73,0,252.69,99.5,100.4,0,0.642,274.9,0,0.0031
"2029-01-05 01:00",-2.94,0,251.73,99.5,100.4,0,0.595,279.8,0,0.003
"2029-01-05 02:00",-3.13,0,250.88,99.5,100.5,0,0.587,285.7,0,0.003
"2029-01-05 03:00",-3.3,0,250.13,99.5,100.6,0,0.552,292.5,0,0.0029
"2029-01-05 04:00",-3.44,0,249.47,99.5,100.6,0,0.526,300.3,0,0.0029
"2029-01-05 05:00",-3.57,0,248.88,99.5,100.7,0,0.481,309,0,0.0029
"2029-01-05 06:00",-3.69,0,248.37,99.5,100.7,0,0.475,318.4,0,0.0029
"2029-01-05 07:00",-3.79,0,247.91,99.5,100.8,0,0.446,328,0,0.0028
"2029-01-05 08:00",-3.88,0,247.51,99.5,100.8,0,0.466,337.2,0,0.0028
"2029-01-05 09:00",-2.45,54.56,252.97,90.7,100.9,0,0.487,345.6,32.9,0.0029
"2029-01-05 10:00",-0.34,109.03,260.82,76.8,100.9,0,0.515,353.1,74.9,0.0028
"2029-01-05 11:00",1.37,144.27,267.3,67.2,101,0,0.579,359.5,103.6,0.0028
"2029-01-05 12:00",2.53,153.57,271.99,62.6,101,0,0.618,8.5,115.1,0.0028
"2029-01-05 13:00",3.03,140.79,274.11,61.1,101,0,0.673,16,107.1,0.0029
"2029-01-05 14:00",2.83,108.06,273.44,62.7,101,0.1,0.723,22,81.3,0.0029
"2029-01-05 15:00",1.94,58.47,270.07,67.6,101,0.1,0.797,27,42,0.0029
"2029-01-05 16:00",0.45,0,264.4,76.1,101,0.1,0.881,31,0,0.003
"2029-01-05 17:00",-0.25,0,261.85,80.9,101,0.1,0.966,34.4,0,0.003
"2029-01-05 18:00",-0.74,0,260.1,84.8,101,0.1,1.053,37.2,0,0.003
"2029-01-05 19:00",-1.17,0,258.58,88.5,101,0.2,1.144,39.5,0,0.0031
"2029-01-05 20:00",-1.55,0,257.25,92,101,0.2,1.236,41.5,0,0.0031
"2029-01-05 21:00",-1.88,0,256.1,95.3,101.1,0.2,1.329,43.2,0,0.0031
"2029-01-05 22:00",-2.18,0,255.1,98.5,101.1,0.2,1.424,44.7,0,0.0032
"2029-01-05 23:00",-2.44,0,254.01,99.5,101.1,0.2,1.519,46,0,0.0031
"2029-01-06 00:00",0.2,0,291.54,87.7,101,0.3,2.64,47.2,0,0.0033
"2029-01-06 01:00",-0.11,0,290.36,90.6,101,0.3,2.802,48.2,0,0.0034
"2029-01-06 02:00",-0.38,0,289.34,93.4,101,0.3,2.964,49.2,0,0.0034
"2029-01-06 03:00",-0.61,0,288.47,96,101,0.3,3.128,50,0,0.0035
"2029-01-06 04:00",-0.82,0,287.71,98.4,101.1,0.3,3.292,50.7,0,0.0035
"2029-01-06 05:00",-1,0,286.91,99.5,101.1,0.4,3.456,51.4,0,0.0035
"2029-01-06 06:00",-1.16,0,286.09,99.5,101.1,0.4,3.621,52,0,0.0034
"2029-01-06 07:00",-1.31,0,285.37,99.5,101.1,0.4,3.786,52.6,0,0.0034
"2029-01-06 08:00",-1.43,0,284.74,99.5,101.1,0.4,3.951,53.1,0,0.0034
"2029-01-06 09:00",-3.77,26.3,272.96,99.5,101.1,0.4,4.117,53.6,26,0.0028
"2029-01-06 10:00",-0.6,49.69,288.99,99.5,101.1,0.5,4.283,54,49.4,0.0036
"2029-01-06 11:00",2.13,62.2,301.27,85.1,101.1,0.5,4.45,54.4,62,0.0037
"2029-01-06 12:00",4.24,67.96,310.88,74.6,101.1,0.5,4.385,54.7,67.8,0.0038
"2029-01-06 13:00",5.6,64.06,317.31,69.1,101,0.5,4.32,55,63.9,0.0039
"2029-01-06 14:00",6.14,50.66,320.09,67.8,101,0.4,4.255,55.3,50.5,0.0039
"2029-01-06 15:00",5.88,28.47,319.15,70.3,101,0.4,4.19,55.7,28.3,0.004
"2029-01-06 16:00",4.87,0.01,314.83,76.7,101,0.4,4.126,56,0,0.0041
"2029-01-06 17:00",4.44,0,313.14,80.4,101,0.4,4.061,56.3,0,0.0042
"2029-01-06 18:00",4.25,0,312.57,82.9,100.9,0.4,3.997,56.7,0,0.0042
"2029-01-06 19:00",4.16,0,312.42,84.8,100.9,0.4,3.933,57.1,0,0.0043
"2029-01-06 20:00",4.15,0,312.62,86.2,100.9,0.4,3.869,57.5,0,0.0044
"2029-01-06 21:00",4.21,0,313.15,87.2,100.9,0.4,3.806,57.9,0,0.0044
"2029-01-06 22:00",4.34,0,313.97,87.8,100.8,0.3,3.742,58.3,0,0.0045
"2029-01-06 23:00",4.52,0,315.03,88.1,100.8,0.3,3.679,58.7,0,0.0046
"2029-01-07 00:00",5.76,0,342.53,87.5,100.7,0.3,3,59.1,0,0.005
"2029-01-07 01:00",5.72,0,342.58,89.1,100.7,0.3,2.947,59.6,0,0.005
"2029-01-07 02:00",5.68,0,342.64,90.7,100.7,0.3,2.895,60,0,0.0051
"2029-01-07 03:00",5.65,0,342.72,92.2,100.6,0.3,2.844,60.5,0,0.0052
"2029-01-07 04:00",5.62,0,342.81,93.7,100.6,0.3,2.792,61,0,0.0053
"2029-01-07 05:00",5.59,0,342.92,95.3,100.6,0.3,2.741,61.6,0,0.0054
"2029-01-07 06:00",5.57,0,343.03,96.8,100.6,0.3,2.69,62.1,0,0.0054
"2029-01-07 07:00",5.54,0,343.16,98.3,100.5,0.2,2.639,62.7,0,0.0055
"2029-01-07 08:00",5.52,0,343.21,99.3,100.5,0.2,2.588,63.3,0,0.0056
"2029-01-07 09:00",5.89,26.31,345.33,98.5,100.5,0.2,2.538,63.9,26,0.0057
"2029-01-07 10:00",6.46,52.05,348.41,96,100.5,0.2,2.488,64.5,51.7,0.0057
"2029-01-07 11:00",6.92,68.59,350.9,94.2,100.4,0.2,2.438,65.2,68.2,0.0058
"2029-01-07 12:00",7.2,73.95,352.41,92.8,100.4,0.2,2.414,65.6,73.6,0.0058
"2029-01-07 13:00",7.29,68.82,352.93,92.7,100.4,0.2,2.39,65.9,68.5,0.0059
"2029-01-07 14:00",7.17,53.83,352.42,93.9,100.4,0.2,2.366,66.3,53.5,0.0059
"2029-01-07 15:00",6.86,30.13,350.94,96.4,100.4,0.2,2.342,66.7,29.9,0.0059
"2029-01-07 16:00",6.39,0.11,348.6,99.7,100.3,0.2,2.319,67.1,0.1,0.0059
"2029-01-07 17:00",6.23,0,347.61,99.7,100.3,0.2,2.295,67.5,0,0.0059
"2029-01-07 18:00",6.15,0,347.11,99.7,100.3,0.2,2.272,67.9,0,0.0058
"2029-01-07 19:00",6.08,0,346.67,99.7,100.3,0.2,2.248,68.4,0,0.0058
"2029-01-07 20:00",6.01,0,346.28,99.7,100.3,0.2,2.225,68.8,0,0.0058
"2029-01-07 21:00",5.96,0,345.94,99.7,100.3,0.2,2.191,69.2,0,0.0058
"2029-01-07 22:00",5.91,0,345.63,99.7,100.2,0.2,2.168,69.7,0,0.0057
"2029-01-07 23:00",5.86,0,345.36,99.7,100.2,0.2,2.145,70.1,0,0.0057
"2029-01-08 00:00",6.69,0,346.52,98.7,100.1,0.2,2.495,70.6,0,0.006
"2029-01-08 01:00",6.56,0,345.84,99.6,100,0.2,2.469,71.1,0,0.006
"2029-01-08 02:00",6.43,0,345.11,99.7,100,0.2,2.443,71.6,0,0.006
"2029-01-08 03:00",6.33,0,344.45,99.7,100,0.2,2.417,72.1,0,0.0059
"2029-01-08 04:00",6.23,0,343.86,99.7,100,0.2,2.391,72.6,0,0.0059
"2029-01-08 05:00",6.15,0,343.34,99.7,100,0.2,2.365,73.1,0,0.0059
"2029-01-08 06:00",6.07,0,342.88,99.7,99.9,0.2,2.34,73.7,0,0.0058
"2029-01-08 07:00",6,0,342.46,99.7,99.9,0.2,2.315,74.2,0,0.0058
"2029-01-08 08:00",5.94,0,342.1,99.7,99.9,0.2,2.29,74.8,0,0.0058
"2029-01-08 09:00",5.64,18.66,340.25,99.7,99.9,0.2,2.265,75.3,18.7,0.0057
"2029-01-08 10:00",7.35,36.11,350.57,98.4,99.9,0.2,2.241,75.9,36.1,0.0063
"2029-01-08 11:00",8.77,46.71,357.78,89.8,99.8,0.2,2.217,76.5,46.7,0.0063
"2029-01-08 12:00",9.76,52.91,362.96,84.4,99.9,0.2,2.06,79.6,52.9,0.0064
"2029-01-08 13:00",10.26,51.71,365.62,82,99.9,0.2,1.91,83.2,51.7,0.0064
"2029-01-08 14:00",10.23,42.51,365.56,82.6,99.9,0.2,1.769,87.4,42.5,0.0064
"2029-01-08 15:00",9.7,25.15,362.9,86,99.9,0.1,1.639,92.2,25.1,0.0064
"2029-01-08 16:00",8.73,0.29,358.05,92.2,100,0.1,1.523,97.8,0.3,0.0065
"2029-01-08 17:00",8.41,0,356.48,94.7,100,0.1,1.423,104.3,0,0.0065
"2029-01-08 18:00",8.3,0,356.02,95.9,100,0.1,1.345,111.7,0,0.0065
"2029-01-08 19:00",8.23,0,355.73,96.9,100,0.1,1.322,119.8,0,0.0066
"2029-01-08 20:00",8.18,0,355.59,97.6,100,0.1,1.296,128.4,0,0.0066
"2029-01-08 21:00",8.16,0,355.58,98.2,100.1,0.1,1.3,137.2,0,0.0066
"2029-01-08 22:00",8.17,0,355.7,98.6,100.1,0.1,1.334,145.7,0,0.0067
"2029-01-08 23:00",8.2,0,355.92,98.9,100.1,0.1,1.395,153.6,0,0.0067
"2029-01-09 00:00",8.74,0,359.63,99,100.3,0.1,1.593,160.8,0,0.0069
"2029-01-09 01:00",8.66,0,359.25,99.6,100.3,0.1,1.622,167,0,0.0069
"2029-01-09 02:00",8.59,0,358.84,99.7,100.3,0.1,1.748,172.5,0,0.0069
"2029-01-09 03:00",8.53,0,358.45,99.7,100.3,0.1,1.888,177.2,0,0.0069
"2029-01-09 04:00",8.48,0,358.11,99.7,100.4,0.1,2.038,181.2,0,0.0068
"2029-01-09 05:00",8.43,0,357.8,99.7,100.4,0.1,2.196,184.6,0,0.0068
"2029-01-09 06:00",8.38,0,357.53,99.7,100.4,0.1,2.362,187.6,0,0.0068
"2029-01-09 07:00",8.34,0,357.28,99.7,100.4,0.1,2.533,190.2,0,0.0068
"2029-01-09 08:00",8.31,0,357.06,99.7,100.5,0.1,2.708,192.4,0,0.0068
"2029-01-09 09:00",9.36,34.93,363.57,98.9,100.5,0.1,2.887,194.4,33.1,0.0072
"2029-01-09 10:00",10.24,69.76,368.2,93.7,100.5,0.1,3.069,196.1,66.5,0.0072
"2029-01-09 11:00",10.92,93.46,371.88,89.9,100.5,0.1,3.254,197.7,89.3,0.0073
"2029-01-09 12:00",11.34,103.69,374.03,87.1,100.5,0.1,3.207,196.9,98.9,0.0072
"2029-01-09 13:00",11.46,99.48,374.53,86.1,100.6,0.1,3.16,196.2,94.3,0.0072
"2029-01-09 14:00",11.24,80.5,373.3,86.9,100.6,0.1,3.114,195.4,75.4,0.0072
"2029-01-09 15:00",10.71,47.27,370.45,89.7,100.6,0.1,3.068,194.6,43.3,0.0071
"2029-01-09 16:00",9.92,1.07,366.25,94.1,100.6,0.1,3.023,193.8,1.1,0.0071
"2029-01-09 17:00",9.55,0,364.27,96.1,100.6,0.1,2.979,192.9,0,0.0071
"2029-01-09 18:00",9.34,0,363.08,97,100.6,0.1,2.935,192,0,0.007
"2029-01-09 19:00",9.14,0,361.99,97.9,100.7,0.1,2.893,191.1,0,0.007
"2029-01-09 20:00",8.96,0,360.97,98.7,100.7,0.1,2.85,190.2,0,0.007
"2029-01-09 21:00",8.79,0,360.04,99.4,100.7,0.1,2.809,189.2,0,0.0069
"2029-01-09 22:00",8.63,0,359.08,99.5,100.7,0.1,2.768,188.2,0,0.0069
"2029-01-09 23:00",8.49,0,358.19,99.6,100.7,0,2.729,187.2,0,0.0068
"2029-01-10 00:00",8.09,0,326.5,97.2,100.8,0,2.046,186.2,0,0.0065
"2029-01-10 01:00",8,0,326,97.4,100.8,0,2.017,185.1,0,0.0064
"2029-01-10 02:00",7.92,0,325.54,97.5,100.8,0,1.989,184,0,0.0064
"2029-01-10 03:00",7.84,0,325.12,97.6,100.8,0,1.962,182.8,0,0.0064
"2029-01-10 04:00",7.78,0,324.74,97.6,100.8,0,1.935,181.7,0,0.0064
"2029-01-10 05:00",7.72,0,324.39,97.5,100.9,0,1.909,180.4,0,0.0063
"2029-01-10 06:00",7.66,0,324.07,97.4,100.9,0,1.884,179.2,0,0.0063
"2029-01-10 07:00",7.62,0,323.78,97.3,100.9,0,1.86,177.9,0,0.0063
"2029-01-10 08:00",7.57,0,323.51,97.1,100.9,0,1.837,176.6,0,0.0062
"2029-01-10 09:00",8.28,52.73,326.71,92.1,100.9,0,1.815,175.3,37.8,0.0062
"2029-01-10 10:00",9.4,103.88,331.85,85,100.9,0,1.794,173.9,79.5,0.0062
"2029-01-10 11:00",10.29,137.92,335.99,79.7,101,0,1.774,172.5,108.4,0.0061
"2029-01-10 12:00",10.87,147.35,338.84,77,100.9,0,1.785,174.3,119.5,0.0062
"2029-01-10 13:00",11.09,136.23,339.95,76.3,100.9,0,1.797,176.1,111.8,0.0062
"2029-01-10 14:00",10.92,106.41,339.22,77.5,100.9,0,1.811,177.8,86.6,0.0062
"2029-01-10 15:00",10.38,60.71,336.75,80.6,100.9,0,1.827,179.5,48.2,0.0063
"2029-01-10 16:00",9.54,2.15,332.81,85.7,100.9,0,1.844,181.2,2.2,0.0063
"2029-01-10 17:00",9.16,0,331.09,88.4,100.9,0,1.863,182.9,0,0.0063
"2029-01-10 18:00",8.97,0,330.28,89.9,100.9,0,1.884,184.5,0,0.0063
"2029-01-10 19:00",8.8,0,329.58,91.3,100.9,0,1.905,186,0,0.0064
"2029-01-10 20:00",8.66,0,328.97,92.6,100.9,0,1.928,187.6,0,0.0064
"2029-01-10 21:00",8.53,0,328.44,93.8,100.9,0,1.953,189.1,0,0.0064
"2029-01-10 22:00",8.42,0,327.98,94.9,100.9,0,1.979,190.6,0,0.0065
"2029-01-10 23:00",8.32,0,327.59,96,100.9,0,2.006,192,0,0.0065
"2029-01-11 00:00",8.8,0,361.71,99.7,100.8,0,2.995,193.4,0,0.007
"2029-01-11 01:00",8.78,0,361.56,99.7,100.8,0,3.039,194.7,0,0.007
"2029-01-11 02:00",8.76,0,361.42,99.7,100.8,0,3.084,196,0,0.0069
"2029-01-11 03:00",8.74,0,361.3,99.7,100.8,0,3.13,197.3,0,0.0069
"2029-01-11 04:00",8.72,0,361.2,99.7,100.8,0,3.178,198.5,0,0.0069
"2029-01-11 05:00",8.71,0,361.1,99.7,100.8,0,3.227,199.7,0,0.0069
"2029-01-11 06:00",8.69,0,361.01,99.7,100.8,0,3.278,200.9,0,0.0069
"2029-01-11 07:00",8.68,0,360.93,99.7,100.8,0,3.33,202,0,0.0069
"2029-01-11 08:00",8.67,0,360.86,99.7,100.8,0,3.383,203.1,0,0.0069
"2029-01-11 09:00",9.98,26.87,368.72,96.9,100.8,0,3.437,204.2,26.6,0.0073
"2029-01-11 10:00",10.13,49.87,369.57,96.3,100.7,0,3.437,205.2,49.7,0.0074
"2029-01-11 11:00",10.21,62.55,370.1,96.2,100.7,0,3.493,206.2,62.4,0.0074
"2029-01-11 12:00",10.21,69.38,369.9,95.1,100.7,0.1,3.239,205.9,69.2,0.0073
"2029-01-11 13:00",10.11,66.68,369.17,94.7,100.7,0.1,2.985,205.7,66.5,0.0072
"2029-01-11 14:00",9.91,54.26,367.89,94.9,100.7,0.1,2.732,205.3,54,0.0072
"2029-01-11 15:00",9.6,32.48,366.09,95.8,100.7,0.1,2.479,205,32.3,0.0071
"2029-01-11 16:00",9.21,1.74,363.85,97.2,100.6,0.1,2.261,204.5,1.7,0.007
"2029-01-11 17:00",8.95,0,362.31,97.8,100.6,0.1,2.004,203.9,0,0.0069
"2029-01-11 18:00",8.75,0,361.07,97.9,100.6,0.1,1.748,203.1,0,0.0068
"2029-01-11 19:00",8.56,0,359.86,98,100.6,0.1,1.491,202.1,0,0.0068
"2029-01-11 20:00",8.37,0,358.67,98.1,100.6,0.1,1.236,200.6,0,0.0067
"2029-01-11 21:00",8.19,0,357.51,98.1,100.5,0.1,0.982,198.4,0,0.0066
"2029-01-11 22:00",8,0,356.37,98.1,100.5,0.1,0.73,194.6,0,0.0065
"2029-01-11 23:00",7.83,0,355.24,98.1,100.5,0.1,0.487,186.9,0,0.0064
"2029-01-12 00:00",3.77,0,329.28,99.6,100.4,0.1,0.21,165,0,0.0049
"2029-01-12 01:00",3.53,0,327.86,99.6,100.4,0.1,0.152,97.9,0,0.0049
"2029-01-12 02:00",3.32,0,326.62,99.6,100.4,0.2,0.281,58.1,0,0.0048
"2029-01-12 03:00",3.13,0,325.52,99.6,100.4,0.2,0.46,46.3,0,0.0047
"2029-01-12 04:00",2.97,0,324.56,99.6,100.4,0.2,0.648,41.3,0,0.0047
"2029-01-12 05:00",2.82,0,323.71,99.6,100.3,0.2,0.839,38.5,0,0.0046
"2029-01-12 06:00",2.7,0,322.97,99.6,100.3,0.2,1.03,36.7,0,0.0046
"2029-01-12 07:00",2.58,0,322.31,99.6,100.3,0.2,1.223,35.5,0,0.0045
"2029-01-12 08:00",2.48,0,321.74,99.6,100.3,0.2,1.415,34.6,0,0.0045
"2029-01-12 09:00",4.88,35.03,335.56,97.6,100.3,0.2,1.608,34,33.5,0.0052
"2029-01-12 10:00",6.97,68.18,345.5,83.3,100.3,0.2,1.802,33.4,65.8,0.0052
"2029-01-12 11:00",8.66,90.29,353.66,73.1,100.2,0.2,1.995,33,87.4,0.0051
"2029-01-12 12:00",9.8,98.08,359.22,66.9,100.2,0.2,2.149,34,95.2,0.005
"2029-01-12 13:00",10.28,92.43,361.48,64,100.2,0.2,2.303,34.8,89.7,0.005
"2029-01-12 14:00",10.06,73.9,360.14,64.1,100.2,0.2,2.458,35.6,71.5,0.0049
"2029-01-12 15:00",9.15,43.77,355.28,67.4,100.2,0.2,2.613,36.2,42,0.0049
"2029-01-12 16:00",7.61,3.1,347.36,73.9,100.2,0.2,2.768,36.8,3.1,0.0048
"2029-01-12 17:00",6.56,0,341.99,78.4,100.2,0.2,2.924,37.3,0,0.0047
"2029-01-12 18:00",5.88,0,338.44,81.1,100.2,0.2,3.08,37.8,0,0.0047
"2029-01-12 19:00",5.26,0,335.25,83.6,100.1,0.2,3.236,38.2,0,0.0046
